Town,Year,Crime Type,Measure Type,Variable,Value
Branford,2015,Total Crime,Number,Crime Index,708
Bridgeport,2015,Total Crime,Number,Crime Index,4492
Bridgewater,2015,Total Crime,Number,Crime Index,5
Bristol,2015,Total Crime,Number,Crime Index,1307
Brookfield,2015,Total Crime,Number,Crime Index,148
Brooklyn,2015,Total Crime,Number,Crime Index,104
Burlington,2015,Total Crime,Number,Crime Index,22
Canaan,2015,Total Crime,Number,Crime Index,3
Canterbury,2015,Total Crime,Number,Crime Index,20
Canton,2015,Total Crime,Number,Crime Index,50
Chaplin,2015,Total Crime,Number,Crime Index,15
Cheshire,2015,Total Crime,Number,Crime Index,203
Chester,2015,Total Crime,Number,Crime Index,15
Clinton,2015,Total Crime,Number,Crime Index,316
Colchester,2015,Total Crime,Number,Crime Index,65
Colebrook,2015,Total Crime,Number,Crime Index,6
Columbia,2015,Total Crime,Number,Crime Index,24
Connecticut,2015,Total Crime,Number,Crime Index,71914
Cornwall,2015,Total Crime,Number,Crime Index,7
Coventry,2015,Total Crime,Number,Crime Index,93
Cromwell,2015,Total Crime,Number,Crime Index,343
Danbury,2015,Total Crime,Number,Crime Index,1524
Darien,2015,Total Crime,Number,Crime Index,231
Deep River,2015,Total Crime,Number,Crime Index,18
Derby,2015,Total Crime,Number,Crime Index,393
Durham,2015,Total Crime,Number,Crime Index,23
East Granby,2015,Total Crime,Number,Crime Index,45
East Haddam,2015,Total Crime,Number,Crime Index,47
East Hampton,2015,Total Crime,Number,Crime Index,92
East Hartford,2015,Total Crime,Number,Crime Index,1291
East Haven,2015,Total Crime,Number,Crime Index,713
East Lyme,2015,Total Crime,Number,Crime Index,157
East Windsor,2015,Total Crime,Number,Crime Index,336
Eastford,2015,Total Crime,Number,Crime Index,9
Easton,2015,Total Crime,Number,Crime Index,24
Ellington,2015,Total Crime,Number,Crime Index,68
Enfield,2015,Total Crime,Number,Crime Index,844
Essex,2015,Total Crime,Number,Crime Index,27
Fairfield,2015,Total Crime,Number,Crime Index,969
Farmington,2015,Total Crime,Number,Crime Index,609
Franklin,2015,Total Crime,Number,Crime Index,26
Glastonbury,2015,Total Crime,Number,Crime Index,372
Goshen,2015,Total Crime,Number,Crime Index,11
Granby,2015,Total Crime,Number,Crime Index,83
Greenwich,2015,Total Crime,Number,Crime Index,438
Griswold,2015,Total Crime,Number,Crime Index,83
Groton,2015,Total Crime,Number,Crime Index,708
Guilford,2015,Total Crime,Number,Crime Index,218
Haddam,2015,Total Crime,Number,Crime Index,45
Hamden,2015,Total Crime,Number,Crime Index,1525
Hampton,2015,Total Crime,Number,Crime Index,15
Hartford,2015,Total Crime,Number,Crime Index,6888
Hartland,2015,Total Crime,Number,Crime Index,8
Harwinton,2015,Total Crime,Number,Crime Index,30
Hebron,2015,Total Crime,Number,Crime Index,25
Kent,2015,Total Crime,Number,Crime Index,13
Killingly,2015,Total Crime,Number,Crime Index,155
Killingworth,2015,Total Crime,Number,Crime Index,25
Lebanon,2015,Total Crime,Number,Crime Index,43
Ledyard,2015,Total Crime,Number,Crime Index,77
Lisbon,2015,Total Crime,Number,Crime Index,85
Litchfield,2015,Total Crime,Number,Crime Index,70
Lyme,2015,Total Crime,Number,Crime Index,16
Madison,2015,Total Crime,Number,Crime Index,58
Manchester,2015,Total Crime,Number,Crime Index,1678
Mansfield,2015,Total Crime,Number,Crime Index,143
Marlborough,2015,Total Crime,Number,Crime Index,25
Meriden,2015,Total Crime,Number,Crime Index,1637
Middlebury,2015,Total Crime,Number,Crime Index,65
Middlefield,2015,Total Crime,Number,Crime Index,32
Middletown,2015,Total Crime,Number,Crime Index,790
Milford,2015,Total Crime,Number,Crime Index,1385
Monroe,2015,Total Crime,Number,Crime Index,126
Montville,2015,Total Crime,Number,Crime Index,141
Morris,2015,Total Crime,Number,Crime Index,19
Naugatuck,2015,Total Crime,Number,Crime Index,590
New Britain,2015,Total Crime,Number,Crime Index,2366
New Canaan,2015,Total Crime,Number,Crime Index,149
New Fairfield,2015,Total Crime,Number,Crime Index,21
New Hartford,2015,Total Crime,Number,Crime Index,31
New Haven,2015,Total Crime,Number,Crime Index,6496
New London,2015,Total Crime,Number,Crime Index,795
New Milford,2015,Total Crime,Number,Crime Index,403
Newington,2015,Total Crime,Number,Crime Index,890
Newtown,2015,Total Crime,Number,Crime Index,166
Norfolk,2015,Total Crime,Number,Crime Index,9
North Branford,2015,Total Crime,Number,Crime Index,185
North Canaan,2015,Total Crime,Number,Crime Index,35
North Haven,2015,Total Crime,Number,Crime Index,673
North Stonington,2015,Total Crime,Number,Crime Index,25
Norwalk,2015,Total Crime,Number,Crime Index,1872
Norwich,2015,Total Crime,Number,Crime Index,752
Old Lyme,2015,Total Crime,Number,Crime Index,53
Old Saybrook,2015,Total Crime,Number,Crime Index,124
Orange,2015,Total Crime,Number,Crime Index,398
Oxford,2015,Total Crime,Number,Crime Index,73
Plainfield,2015,Total Crime,Number,Crime Index,110
Plainville,2015,Total Crime,Number,Crime Index,509
Plymouth,2015,Total Crime,Number,Crime Index,195
Pomfret,2015,Total Crime,Number,Crime Index,14
Portland,2015,Total Crime,Number,Crime Index,75
Preston,2015,Total Crime,Number,Crime Index,32
Prospect,2015,Total Crime,Number,Crime Index,92
Putnam,2015,Total Crime,Number,Crime Index,190
Redding,2015,Total Crime,Number,Crime Index,64
Ridgefield,2015,Total Crime,Number,Crime Index,108
Rocky Hill,2015,Total Crime,Number,Crime Index,353
Roxbury,2015,Total Crime,Number,Crime Index,13
Salem,2015,Total Crime,Number,Crime Index,19
Salisbury,2015,Total Crime,Number,Crime Index,14
Scotland,2015,Total Crime,Number,Crime Index,10
Seymour,2015,Total Crime,Number,Crime Index,175
Sharon,2015,Total Crime,Number,Crime Index,11
Shelton,2015,Total Crime,Number,Crime Index,456
Sherman,2015,Total Crime,Number,Crime Index,7
Simsbury,2015,Total Crime,Number,Crime Index,139
Somers,2015,Total Crime,Number,Crime Index,38
South Windsor,2015,Total Crime,Number,Crime Index,301
Southbury,2015,Total Crime,Number,Crime Index,187
Southington,2015,Total Crime,Number,Crime Index,765
Sprague,2015,Total Crime,Number,Crime Index,23
Stafford,2015,Total Crime,Number,Crime Index,56
Stamford,2015,Total Crime,Number,Crime Index,2180
Sterling,2015,Total Crime,Number,Crime Index,19
Stonington,2015,Total Crime,Number,Crime Index,288
Stratford,2015,Total Crime,Number,Crime Index,1300
Suffield,2015,Total Crime,Number,Crime Index,100
Thomaston,2015,Total Crime,Number,Crime Index,82
Thompson,2015,Total Crime,Number,Crime Index,73
Tolland,2015,Total Crime,Number,Crime Index,48
Torrington,2015,Total Crime,Number,Crime Index,725
Trumbull,2015,Total Crime,Number,Crime Index,884
Union,2015,Total Crime,Number,Crime Index,4
Vernon,2015,Total Crime,Number,Crime Index,393
Voluntown,2015,Total Crime,Number,Crime Index,14
Wallingford,2015,Total Crime,Number,Crime Index,649
Warren,2015,Total Crime,Number,Crime Index,2
Washington,2015,Total Crime,Number,Crime Index,21
Waterbury,2015,Total Crime,Number,Crime Index,4991
Waterford,2015,Total Crime,Number,Crime Index,468
Watertown,2015,Total Crime,Number,Crime Index,479
West Hartford,2015,Total Crime,Number,Crime Index,1529
West Haven,2015,Total Crime,Number,Crime Index,1030
Westbrook,2015,Total Crime,Number,Crime Index,38
Weston,2015,Total Crime,Number,Crime Index,25
Westport,2015,Total Crime,Number,Crime Index,282
Wethersfield,2015,Total Crime,Number,Crime Index,369
Willington,2015,Total Crime,Number,Crime Index,33
Wilton,2015,Total Crime,Number,Crime Index,77
Winchester,2015,Total Crime,Number,Crime Index,261
Windham,2015,Total Crime,Number,Crime Index,102
Windsor,2015,Total Crime,Number,Crime Index,481
Windsor Locks,2015,Total Crime,Number,Crime Index,194
Wolcott,2015,Total Crime,Number,Crime Index,263
Woodbridge,2015,Total Crime,Number,Crime Index,137
Woodbury,2015,Total Crime,Number,Crime Index,34
Woodstock,2015,Total Crime,Number,Crime Index,49
Andover,2016,Total Crime,Number,Crime Index,4
Ansonia,2016,Total Crime,Number,Crime Index,360
Ashford,2016,Total Crime,Number,Crime Index,19
Avon,2016,Total Crime,Number,Crime Index,133
Barkhamsted,2016,Total Crime,Number,Crime Index,18
Beacon Falls,2016,Total Crime,Number,Crime Index,38
Berlin,2016,Total Crime,Number,Crime Index,345
Bethany,2016,Total Crime,Number,Crime Index,36
Bethel,2016,Total Crime,Number,Crime Index,165
Bethlehem,2016,Total Crime,Number,Crime Index,17
Bloomfield,2016,Total Crime,Number,Crime Index,568
Bolton,2016,Total Crime,Number,Crime Index,25
Bozrah,2016,Total Crime,Number,Crime Index,27
Branford,2016,Total Crime,Number,Crime Index,555
Bridgeport,2016,Total Crime,Number,Crime Index,4373
Bridgewater,2016,Total Crime,Number,Crime Index,8
Bristol,2016,Total Crime,Number,Crime Index,1013
Brookfield,2016,Total Crime,Number,Crime Index,139
Brooklyn,2016,Total Crime,Number,Crime Index,47
Burlington,2016,Total Crime,Number,Crime Index,16
Canaan,2016,Total Crime,Number,Crime Index,6
Canterbury,2016,Total Crime,Number,Crime Index,22
Canton,2016,Total Crime,Number,Crime Index,123
Chaplin,2016,Total Crime,Number,Crime Index,10
Cheshire,2016,Total Crime,Number,Crime Index,250
Chester,2016,Total Crime,Number,Crime Index,13
Clinton,2016,Total Crime,Number,Crime Index,310
Colchester,2016,Total Crime,Number,Crime Index,90
Colebrook,2016,Total Crime,Number,Crime Index,7
Columbia,2016,Total Crime,Number,Crime Index,21
Connecticut,2016,Total Crime,Number,Crime Index,71396
Cornwall,2016,Total Crime,Number,Crime Index,10
Coventry,2016,Total Crime,Number,Crime Index,130
Cromwell,2016,Total Crime,Number,Crime Index,378
Danbury,2016,Total Crime,Number,Crime Index,1524
Darien,2016,Total Crime,Number,Crime Index,244
Deep River,2016,Total Crime,Number,Crime Index,10
Derby,2016,Total Crime,Number,Crime Index,337
Durham,2016,Total Crime,Number,Crime Index,25
East Granby,2016,Total Crime,Number,Crime Index,62
East Haddam,2016,Total Crime,Number,Crime Index,63
East Hampton,2016,Total Crime,Number,Crime Index,112
East Hartford,2016,Total Crime,Number,Crime Index,1481
East Haven,2016,Total Crime,Number,Crime Index,691
East Lyme,2016,Total Crime,Number,Crime Index,137
East Windsor,2016,Total Crime,Number,Crime Index,215
Eastford,2016,Total Crime,Number,Crime Index,4
Easton,2016,Total Crime,Number,Crime Index,41
Ellington,2016,Total Crime,Number,Crime Index,81
Enfield,2016,Total Crime,Number,Crime Index,861
Essex,2016,Total Crime,Number,Crime Index,17
Fairfield,2016,Total Crime,Number,Crime Index,1041
Farmington,2016,Total Crime,Number,Crime Index,673
Franklin,2016,Total Crime,Number,Crime Index,30
Glastonbury,2016,Total Crime,Number,Crime Index,455
Goshen,2016,Total Crime,Number,Crime Index,13
Granby,2016,Total Crime,Number,Crime Index,83
Greenwich,2016,Total Crime,Number,Crime Index,432
Griswold,2016,Total Crime,Number,Crime Index,79
Groton,2016,Total Crime,Number,Crime Index,768
Guilford,2016,Total Crime,Number,Crime Index,208
Haddam,2016,Total Crime,Number,Crime Index,36
Hamden,2016,Total Crime,Number,Crime Index,1705
Hampton,2016,Total Crime,Number,Crime Index,6
Hartford,2016,Total Crime,Number,Crime Index,6550
Hartland,2016,Total Crime,Number,Crime Index,5
Harwinton,2016,Total Crime,Number,Crime Index,29
Hebron,2016,Total Crime,Number,Crime Index,24
Kent,2016,Total Crime,Number,Crime Index,10
Killingly,2016,Total Crime,Number,Crime Index,138
Killingworth,2016,Total Crime,Number,Crime Index,17
Lebanon,2016,Total Crime,Number,Crime Index,40
Ledyard,2016,Total Crime,Number,Crime Index,92
Lisbon,2016,Total Crime,Number,Crime Index,75
Litchfield,2016,Total Crime,Number,Crime Index,58
Lyme,2016,Total Crime,Number,Crime Index,6
Madison,2016,Total Crime,Number,Crime Index,84
Manchester,2016,Total Crime,Number,Crime Index,1666
Mansfield,2016,Total Crime,Number,Crime Index,124
Marlborough,2016,Total Crime,Number,Crime Index,35
Meriden,2016,Total Crime,Number,Crime Index,1594
Middlebury,2016,Total Crime,Number,Crime Index,64
Middlefield,2016,Total Crime,Number,Crime Index,17
Middletown,2016,Total Crime,Number,Crime Index,998
Milford,2016,Total Crime,Number,Crime Index,1249
Monroe,2016,Total Crime,Number,Crime Index,86
Montville,2016,Total Crime,Number,Crime Index,132
Morris,2016,Total Crime,Number,Crime Index,5
Naugatuck,2016,Total Crime,Number,Crime Index,582
New Britain,2016,Total Crime,Number,Crime Index,2336
New Canaan,2016,Total Crime,Number,Crime Index,136
New Fairfield,2016,Total Crime,Number,Crime Index,24
New Hartford,2016,Total Crime,Number,Crime Index,28
New Haven,2016,Total Crime,Number,Crime Index,6731
New London,2016,Total Crime,Number,Crime Index,938
New Milford,2016,Total Crime,Number,Crime Index,341
Newington,2016,Total Crime,Number,Crime Index,812
Newtown,2016,Total Crime,Number,Crime Index,87
Norfolk,2016,Total Crime,Number,Crime Index,10
North Branford,2016,Total Crime,Number,Crime Index,132
North Canaan,2016,Total Crime,Number,Crime Index,22
North Haven,2016,Total Crime,Number,Crime Index,604
North Stonington,2016,Total Crime,Number,Crime Index,32
Norwalk,2016,Total Crime,Number,Crime Index,1726
Norwich,2016,Total Crime,Number,Crime Index,742
Old Lyme,2016,Total Crime,Number,Crime Index,59
Old Saybrook,2016,Total Crime,Number,Crime Index,119
Orange,2016,Total Crime,Number,Crime Index,351
Oxford,2016,Total Crime,Number,Crime Index,100
Plainfield,2016,Total Crime,Number,Crime Index,77
Plainville,2016,Total Crime,Number,Crime Index,521
Plymouth,2016,Total Crime,Number,Crime Index,135
Pomfret,2016,Total Crime,Number,Crime Index,9
Portland,2016,Total Crime,Number,Crime Index,88
Preston,2016,Total Crime,Number,Crime Index,26
Prospect,2016,Total Crime,Number,Crime Index,70
Putnam,2016,Total Crime,Number,Crime Index,205
Redding,2016,Total Crime,Number,Crime Index,39
Ridgefield,2016,Total Crime,Number,Crime Index,74
Rocky Hill,2016,Total Crime,Number,Crime Index,298
Roxbury,2016,Total Crime,Number,Crime Index,12
Salem,2016,Total Crime,Number,Crime Index,35
Salisbury,2016,Total Crime,Number,Crime Index,20
Scotland,2016,Total Crime,Number,Crime Index,7
Seymour,2016,Total Crime,Number,Crime Index,185
Sharon,2016,Total Crime,Number,Crime Index,20
Shelton,2016,Total Crime,Number,Crime Index,465
Sherman,2016,Total Crime,Number,Crime Index,2
Simsbury,2016,Total Crime,Number,Crime Index,173
Somers,2016,Total Crime,Number,Crime Index,52
South Windsor,2016,Total Crime,Number,Crime Index,359
Southbury,2016,Total Crime,Number,Crime Index,128
Southington,2016,Total Crime,Number,Crime Index,1004
Sprague,2016,Total Crime,Number,Crime Index,26
Stafford,2016,Total Crime,Number,Crime Index,54
Stamford,2016,Total Crime,Number,Crime Index,2438
Sterling,2016,Total Crime,Number,Crime Index,19
Stonington,2016,Total Crime,Number,Crime Index,270
Stratford,2016,Total Crime,Number,Crime Index,1229
Suffield,2016,Total Crime,Number,Crime Index,106
Thomaston,2016,Total Crime,Number,Crime Index,162
Thompson,2016,Total Crime,Number,Crime Index,31
Tolland,2016,Total Crime,Number,Crime Index,64
Torrington,2016,Total Crime,Number,Crime Index,643
Trumbull,2016,Total Crime,Number,Crime Index,940
Union,2016,Total Crime,Number,Crime Index,3
Vernon,2016,Total Crime,Number,Crime Index,364
Voluntown,2016,Total Crime,Number,Crime Index,11
Wallingford,2016,Total Crime,Number,Crime Index,680
Warren,2016,Total Crime,Number,Crime Index,6
Washington,2016,Total Crime,Number,Crime Index,23
Waterbury,2016,Total Crime,Number,Crime Index,4765
Waterford,2016,Total Crime,Number,Crime Index,484
Watertown,2016,Total Crime,Number,Crime Index,456
West Hartford,2016,Total Crime,Number,Crime Index,1630
West Haven,2016,Total Crime,Number,Crime Index,1184
Westbrook,2016,Total Crime,Number,Crime Index,39
Weston,2016,Total Crime,Number,Crime Index,15
Westport,2016,Total Crime,Number,Crime Index,257
Wethersfield,2016,Total Crime,Number,Crime Index,129
Willington,2016,Total Crime,Number,Crime Index,30
Wilton,2016,Total Crime,Number,Crime Index,72
Winchester,2016,Total Crime,Number,Crime Index,199
Windham,2016,Total Crime,Number,Crime Index,82
Windsor,2016,Total Crime,Number,Crime Index,575
Windsor Locks,2016,Total Crime,Number,Crime Index,205
Wolcott,2016,Total Crime,Number,Crime Index,293
Woodbridge,2016,Total Crime,Number,Crime Index,134
Woodbury,2016,Total Crime,Number,Crime Index,37
Woodstock,2016,Total Crime,Number,Crime Index,17
Andover,2017,Total Crime,Number,Crime Index,8
Ansonia,2017,Total Crime,Number,Crime Index,378
Ashford,2017,Total Crime,Number,Crime Index,30
Avon,2017,Total Crime,Number,Crime Index,168
Barkhamsted,2017,Total Crime,Number,Crime Index,12
Beacon Falls,2017,Total Crime,Number,Crime Index,53
Berlin,2017,Total Crime,Number,Crime Index,428
Bethany,2017,Total Crime,Number,Crime Index,30
Bethel,2017,Total Crime,Number,Crime Index,181
Bethlehem,2017,Total Crime,Number,Crime Index,11
Bloomfield,2017,Total Crime,Number,Crime Index,620
Bolton,2017,Total Crime,Number,Crime Index,19
Bozrah,2017,Total Crime,Number,Crime Index,15
Branford,2017,Total Crime,Number,Crime Index,575
Bridgeport,2017,Total Crime,Number,Crime Index,4731
Bridgewater,2017,Total Crime,Number,Crime Index,12
Bristol,2017,Total Crime,Number,Crime Index,1090
Brookfield,2017,Total Crime,Number,Crime Index,125
Brooklyn,2017,Total Crime,Number,Crime Index,44
Burlington,2017,Total Crime,Number,Crime Index,24
Canaan,2017,Total Crime,Number,Crime Index,10
Canterbury,2017,Total Crime,Number,Crime Index,36
Canton,2017,Total Crime,Number,Crime Index,68
Chaplin,2017,Total Crime,Number,Crime Index,11
Cheshire,2017,Total Crime,Number,Crime Index,178
Chester,2017,Total Crime,Number,Crime Index,6
Clinton,2017,Total Crime,Number,Crime Index,336
Colchester,2017,Total Crime,Number,Crime Index,76
Colebrook,2017,Total Crime,Number,Crime Index,5
Columbia,2017,Total Crime,Number,Crime Index,34
Connecticut,2017,Total Crime,Number,Crime Index,71883
Cornwall,2017,Total Crime,Number,Crime Index,6
Coventry,2017,Total Crime,Number,Crime Index,110
Cromwell,2017,Total Crime,Number,Crime Index,273
Danbury,2017,Total Crime,Number,Crime Index,1270
Darien,2017,Total Crime,Number,Crime Index,281
Deep River,2017,Total Crime,Number,Crime Index,6
Derby,2017,Total Crime,Number,Crime Index,348
Durham,2017,Total Crime,Number,Crime Index,37
East Granby,2017,Total Crime,Number,Crime Index,33
East Haddam,2017,Total Crime,Number,Crime Index,35
East Hampton,2017,Total Crime,Number,Crime Index,66
East Hartford,2017,Total Crime,Number,Crime Index,1392
East Haven,2017,Total Crime,Number,Crime Index,648
East Lyme,2017,Total Crime,Number,Crime Index,145
East Windsor,2017,Total Crime,Number,Crime Index,316
Eastford,2017,Total Crime,Number,Crime Index,6
Easton,2017,Total Crime,Number,Crime Index,10
Ellington,2017,Total Crime,Number,Crime Index,75
Enfield,2017,Total Crime,Number,Crime Index,876
Essex,2017,Total Crime,Number,Crime Index,22
Fairfield,2017,Total Crime,Number,Crime Index,16772
Farmington,2017,Total Crime,Number,Crime Index,558
Franklin,2017,Total Crime,Number,Crime Index,17
Glastonbury,2017,Total Crime,Number,Crime Index,540
Goshen,2017,Total Crime,Number,Crime Index,16
Granby,2017,Total Crime,Number,Crime Index,91
Greenwich,2017,Total Crime,Number,Crime Index,503
Griswold,2017,Total Crime,Number,Crime Index,69
Groton,2017,Total Crime,Number,Crime Index,699
Guilford,2017,Total Crime,Number,Crime Index,270
Haddam,2017,Total Crime,Number,Crime Index,34
Hamden,2017,Total Crime,Number,Crime Index,1361
Hampton,2017,Total Crime,Number,Crime Index,3
Hartford,2017,Total Crime,Number,Crime Index,29554
Hartland,2017,Total Crime,Number,Crime Index,6
Harwinton,2017,Total Crime,Number,Crime Index,25
Hebron,2017,Total Crime,Number,Crime Index,38
Kent,2017,Total Crime,Number,Crime Index,12
Killingly,2017,Total Crime,Number,Crime Index,132
Killingworth,2017,Total Crime,Number,Crime Index,15
Lebanon,2017,Total Crime,Number,Crime Index,25
Ledyard,2017,Total Crime,Number,Crime Index,108
Lisbon,2017,Total Crime,Number,Crime Index,63
Litchfield,2017,Total Crime,Number,Crime Index,2086
Lyme,2017,Total Crime,Number,Crime Index,9
Madison,2017,Total Crime,Number,Crime Index,86
Manchester,2017,Total Crime,Number,Crime Index,1597
Mansfield,2017,Total Crime,Number,Crime Index,133
Marlborough,2017,Total Crime,Number,Crime Index,53
Meriden,2017,Total Crime,Number,Crime Index,1655
Middlebury,2017,Total Crime,Number,Crime Index,96
Middlefield,2017,Total Crime,Number,Crime Index,29
Middletown,2017,Total Crime,Number,Crime Index,781
Milford,2017,Total Crime,Number,Crime Index,991
Monroe,2017,Total Crime,Number,Crime Index,161
Montville,2017,Total Crime,Number,Crime Index,128
Morris,2017,Total Crime,Number,Crime Index,10
Naugatuck,2017,Total Crime,Number,Crime Index,488
New Britain,2017,Total Crime,Number,Crime Index,2356
New Canaan,2017,Total Crime,Number,Crime Index,130
New Fairfield,2017,Total Crime,Number,Crime Index,27
New Hartford,2017,Total Crime,Number,Crime Index,39
New Haven,2017,Total Crime,Number,Crime Index,28543
New London,2017,Total Crime,Number,Crime Index,5105
New Milford,2017,Total Crime,Number,Crime Index,324
Newington,2017,Total Crime,Number,Crime Index,980
Newtown,2017,Total Crime,Number,Crime Index,108
Norfolk,2017,Total Crime,Number,Crime Index,4
North Branford,2017,Total Crime,Number,Crime Index,184
North Canaan,2017,Total Crime,Number,Crime Index,37
North Haven,2017,Total Crime,Number,Crime Index,482
North Stonington,2017,Total Crime,Number,Crime Index,26
Norwalk,2017,Total Crime,Number,Crime Index,1765
Norwich,2017,Total Crime,Number,Crime Index,704
Old Lyme,2017,Total Crime,Number,Crime Index,48
Old Saybrook,2017,Total Crime,Number,Crime Index,85
Orange,2017,Total Crime,Number,Crime Index,369
Oxford,2017,Total Crime,Number,Crime Index,41
Plainfield,2017,Total Crime,Number,Crime Index,82
Plainville,2017,Total Crime,Number,Crime Index,634
Plymouth,2017,Total Crime,Number,Crime Index,157
Pomfret,2017,Total Crime,Number,Crime Index,12
Portland,2017,Total Crime,Number,Crime Index,111
Preston,2017,Total Crime,Number,Crime Index,21
Prospect,2017,Total Crime,Number,Crime Index,59
Putnam,2017,Total Crime,Number,Crime Index,191
Redding,2017,Total Crime,Number,Crime Index,76
Ridgefield,2017,Total Crime,Number,Crime Index,110
Rocky Hill,2017,Total Crime,Number,Crime Index,296
Roxbury,2017,Total Crime,Number,Crime Index,12
Salem,2017,Total Crime,Number,Crime Index,15
Salisbury,2017,Total Crime,Number,Crime Index,17
Scotland,2017,Total Crime,Number,Crime Index,8
Seymour,2017,Total Crime,Number,Crime Index,139
Sharon,2017,Total Crime,Number,Crime Index,17
Shelton,2017,Total Crime,Number,Crime Index,424
Sherman,2017,Total Crime,Number,Crime Index,5
Simsbury,2017,Total Crime,Number,Crime Index,169
Somers,2017,Total Crime,Number,Crime Index,47
South Windsor,2017,Total Crime,Number,Crime Index,460
Southbury,2017,Total Crime,Number,Crime Index,159
Southington,2017,Total Crime,Number,Crime Index,769
Sprague,2017,Total Crime,Number,Crime Index,9
Stafford,2017,Total Crime,Number,Crime Index,55
Stamford,2017,Total Crime,Number,Crime Index,2281
Sterling,2017,Total Crime,Number,Crime Index,22
Stonington,2017,Total Crime,Number,Crime Index,259
Stratford,2017,Total Crime,Number,Crime Index,1207
Suffield,2017,Total Crime,Number,Crime Index,114
Thomaston,2017,Total Crime,Number,Crime Index,127
Thompson,2017,Total Crime,Number,Crime Index,40
Tolland,2017,Total Crime,Number,Crime Index,1257
Torrington,2017,Total Crime,Number,Crime Index,614
Trumbull,2017,Total Crime,Number,Crime Index,903
Union,2017,Total Crime,Number,Crime Index,4
Vernon,2017,Total Crime,Number,Crime Index,388
Voluntown,2017,Total Crime,Number,Crime Index,14
Wallingford,2017,Total Crime,Number,Crime Index,655
Warren,2017,Total Crime,Number,Crime Index,5
Washington,2017,Total Crime,Number,Crime Index,16
Waterbury,2017,Total Crime,Number,Crime Index,4685
Waterford,2017,Total Crime,Number,Crime Index,441
Watertown,2017,Total Crime,Number,Crime Index,332
West Hartford,2017,Total Crime,Number,Crime Index,1928
West Haven,2017,Total Crime,Number,Crime Index,1297
Westbrook,2017,Total Crime,Number,Crime Index,48
Weston,2017,Total Crime,Number,Crime Index,41
Westport,2017,Total Crime,Number,Crime Index,304
Wethersfield,2017,Total Crime,Number,Crime Index,419
Willington,2017,Total Crime,Number,Crime Index,30
Wilton,2017,Total Crime,Number,Crime Index,147
Winchester,2017,Total Crime,Number,Crime Index,132
Windham,2017,Total Crime,Number,Crime Index,1011
Windsor,2017,Total Crime,Number,Crime Index,819
Windsor Locks,2017,Total Crime,Number,Crime Index,206
Wolcott,2017,Total Crime,Number,Crime Index,283
Woodbridge,2017,Total Crime,Number,Crime Index,85
Woodbury,2017,Total Crime,Number,Crime Index,36
Woodstock,2017,Total Crime,Number,Crime Index,25
